Gender,GivenName,MiddleInitial,Surname,TropicalZodiac,Occupation,BloodType
male,Cristopher,D,Dubois,Virgo,Climatologist,O+
female,Patricia,W,Dunn,Virgo,"Computer chip processor",O+
male,Rex,T,Sanchez,Virgo,"Criminal investigator",O+
male,Frederick,B,Ward,Taurus,"Chemical engineer",A+
female,Bernadette,C,Tussey,Aquarius,"Gaming change person",A+
male,William,I,Pryor,Capricorn,"Aircraft structure assembler",O+
female,Nancy,M,Sanders,Capricorn,"Portfolio manager",O+
female,Bettie,C,Wall,Gemini,"Surgical nurse",A+
female,Virginia,J,Cockrum,Capricorn,"Reinforcing iron and rebar worker",A+
male,Jeff,T,Santiago,Capricorn,"Electronic publishing specialist",O+
male,Francisco,L,Haynes,Pisces,"Design consultant",O+
male,Bernie,F,Davidson,Aquarius,"Oxygen therapist",B+
female,Shari,L,Avery,Taurus,"Air Force",O+
female,Emma,C,Paulk,Libra,Translator,A+
female,Esperanza,V,Collins,Taurus,"Medical doctor",B+
male,James,C,Miller,Libra,Chef,A+
male,Timothy,M,Robbins,Virgo,"Registered representative",A+
male,Arthur,W,Noel,Gemini,Cardiologist,O+
female,Barbara,N,Boyce,Virgo,"Ticket clerk",B+
female,Gayle,D,Kennedy,Sagittarius,"Keypunch operator",O+
male,Carlos,E,Shiflet,Cancer,"Gaming machine servicer",O+
female,Judith,C,Flinn,Leo,"Credit clerk",B+
female,Latasha,B,Ayotte,Gemini,Commentator,AB+
male,Calvin,J,Reese,Libra,"Estimator project manager",O+
male,Michael,C,Dudley,Aries,"Aircraft pilot",A-
male,Robert,S,Lee,Sagittarius,"Mail sorter",AB+
male,Conrad,M,Cook,Virgo,"Semiconductor processor",B+
male,Aaron,G,Coronado,Scorpio,Captain,O+
male,Michael,K,Bergeron,Scorpio,"Braille clerk",O+
female,Janis,C,Lopez,Pisces,"Social and community service manager",AB+
female,Stacey,J,Rau,Scorpio,"Administrative office specialist",A+
male,Tyson,C,Howard,Sagittarius,"Coil finisher",B+
male,John,C,Arce,Libra,"Corporate recruiter",O+
female,Julia,M,Carpenter,Capricorn,"Appliance repairer",B+
male,Ramon,E,Ramsey,Aries,"Mixing and blending machine setter",A+
female,Chelsey,D,Paul,Pisces,"School psychologist",B+
male,Dallas,M,Poston,Capricorn,"Accounts payable clerk",A+
male,Robert,M,Rogers,Cancer,"Environmental technician",O+
male,Steven,J,Burgos,Virgo,"Real property assessor",A+
female,Ashley,J,Spillman,Aquarius,"Systems software engineer",B+
female,Mary,A,Brown,Aries,"Claims investigator",A+
female,Miriam,D,Whitehair,Capricorn,"Groundskeeping worker",O+
male,Tyrone,L,Waddell,Leo,"Athletic director",AB+
female,Ashley,D,Weston,Aries,"Engineering technician",B+
male,Johnny,P,Burgett,Leo,"Elevator installer",A-
male,Clifford,E,Locascio,Capricorn,"Social psychologist",O+
female,Jean,T,Landers,Sagittarius,Illustrator,O+
female,Doris,K,Holliday,Aries,Typist,O+
female,Brenda,D,Douglas,Capricorn,"Human resources consultant",O+
male,David,C,Dawson,Aquarius,"Data input clerk",O+
male,Jean,N,Adams,Gemini,Prosthodontist,O+
male,Christopher,S,Gipson,Virgo,Electrician,A+
female,Mia,G,Joyner,Virgo,"Composing machine operator",O+
male,Trevor,D,Johnson,Capricorn,"Interior decorator",B+
male,Lucas,M,Dove,Scorpio,"Medical writer",A+
female,Laurie,J,Murrell,Capricorn,"Hand sewer",A+
female,Elizabeth,D,White,Gemini,"Tumbling barrel painter",O+
male,Victor,M,Robinson,Virgo,"Excavating operator",A+
female,Ruth,D,Pierce,Scorpio,"Mental health assistant",A+
female,Rita,P,Yates,Sagittarius,"Water and liquid waste treatment plant and system operator",B+
female,Cora,R,Doherty,Aries,Undertaker,O+
male,Alphonso,L,Hunt,Leo,"Video camera operator",O+
male,Everett,D,McGeehan,Pisces,"Sports book writer",B+
male,Steve,D,Vaughn,Pisces,"Electrical and electronics installer",AB+
male,Jeffrey,A,King,Capricorn,"Personnel training officer",O+
male,John,K,Stearns,Scorpio,"Administrative supervisor",A+
male,Jimmy,K,Graham,Sagittarius,"Horse trainer",B+
female,Hildegard,G,Davenport,Cancer,"Clinical laboratory technician",A+
female,Millicent,A,Fink,Leo,"Perioperative nurse",O+
female,Molly,H,Anderson,Sagittarius,"School librarian",O+
female,Jaqueline,A,Pereira,Libra,Adjudicator,B+
male,James,J,Sherron,Sagittarius,"Packaging and filling machine tender",O+
male,Jason,C,Ewing,Capricorn,"Computer software engineer",B+
female,Andrea,J,Prince,Taurus,"Electrical and electronics installer",O+
female,Mary,W,Daniels,Cancer,Blaster,A+
male,Robert,E,Hiatt,Virgo,"Shipping-and-receiving supervisor",O+
male,Gary,H,Piedra,Scorpio,"Survey researcher",B+
female,Bethany,R,Brewer,Sagittarius,"Voice writer",O-
male,John,C,Baker,Cancer,"Studio camera operator",O+
male,Russell,Y,Whitsett,Pisces,"Payroll clerk",B+
male,Howard,F,Bishop,Leo,"Employment and placement manager",A+
female,Linda,C,Hodges,Libra,"Railroad engineer",O+
female,Debbie,M,Maddox,Capricorn,Florist,B+
female,Betty,R,Whalen,Libra,"Cooperative manager",O+
male,Earl,B,Marrero,Aries,"Print binding and finishing worker",A-
male,Glenn,D,Lister,Virgo,"Fitness director",O+
male,James,C,Baez,Leo,"School psychologist",B-
male,Michael,P,Briseno,Pisces,"Accounts receivable clerk",O+
male,Jason,E,Kirkpatrick,Capricorn,"Lead abatement worker",O+
female,Heather,K,Brooks,Sagittarius,Biostatistician,O+
male,Bryan,R,Edwards,Capricorn,Abstractor,O+
male,Chad,S,Hailey,Capricorn,"Independent agent",O+
male,George,M,Pugliese,Sagittarius,"Credit clerk",A+
female,Margaret,J,Tipton,Cancer,"Communications specialist",O+
female,Andria,T,Welch,Taurus,"Long-term care facility nurse",O+
female,Geneva,J,Riney,Virgo,"Horse breeder",O+
male,Adam,K,Ridder,Taurus,"Information designer",A+
male,Kelvin,D,Ford,Aquarius,Oceanographer,A-
female,Kristen,M,Adams,Libra,"Market research manager",O+
male,Robert,E,Todd,Aries,"Metal pourer",O+
male,Patrick,B,Pollock,Libra,"Publications specialist",O+
male,Mark,T,Jackson,Taurus,Drafter,A+
female,Elizabeth,L,Young,Gemini,"Meat packer",A+
male,Robert,L,Fife,Cancer,"Powerhouse electrician",B+
female,Michelle,A,Vaughn,Leo,"Office manager",O+
female,Alexandra,L,Hann,Leo,"Mining and geological engineer",B+
male,Richard,J,Walters,Virgo,"Product development manager",O+
male,Richard,L,Page,Scorpio,"Environmental engineer",O+
female,Sabrina,C,Smith,Capricorn,"Clinical manager",O+
female,Mildred,A,Carrier,Virgo,"Product designer",B+
female,Donna,J,Rushing,Virgo,"Landscape designer",B+
male,Robert,S,Davis,Virgo,"Administrative assistant",A+
male,Donald,N,Ball,Cancer,"Material dispatching",O+
female,Michelle,J,Franks,Libra,"Electronic drafter",O+
female,Delois,B,Howard,Leo,"Control room assistant",A+
female,Constance,D,Rivera,Libra,Fumigator,B+
female,Erica,E,Kemp,Capricorn,"Human resources information system specialist",O+
female,Carolyn,E,McKinney,Gemini,"Liquid waste treatment plant and system operator",A-
male,Willie,E,Albanese,Gemini,"Landscaping worker",O+
female,Candi,B,Rowland,Gemini,"Lodging manager",O+
male,James,G,Hosley,Capricorn,"Industrial machinery mechanic",B+
male,Lorenzo,C,Miller,Aquarius,"Painting and coating worker",O+
male,Edwin,H,White,Cancer,"Telephone repairer",A+
female,Ashley,F,Ames,Taurus,"Cardiographic technician",A+
male,Thomas,M,Rowe,Capricorn,Lithographer,B+
male,Leonardo,D,Norris,Aquarius,Coache,O+
female,Norma,W,Turnbow,Libra,"Chief executive officer",O+
male,Chad,S,Whitney,Gemini,"Laundry and dry-cleaning worker",B+
female,Linda,K,Loving,Aries,"Corporate office services manager",O+
male,Lee,J,Poirier,Leo,"Tumor registrar",O-
male,Gregory,K,Solt,Aries,"Packaging and filling machine operator",A+
male,Samuel,R,Allen,Sagittarius,"Full-charge bookkeeper",B-
male,Rodney,R,Satterfield,Virgo,Plumber,O-
female,Cecile,H,Little,Cancer,"Training coordinator",B-
male,Walter,D,McCabe,Libra,"Automotive painter",B+
female,Helen,M,Hernadez,Gemini,Playwright,O+
male,Alfred,N,Brown,Capricorn,Blockmason,B+
female,Ashley,H,McCrimmon,Leo,"Mail clerk",AB+
male,Herbert,E,Floyd,Virgo,"Aircraft systems assembler",A+
female,Elinor,D,Kramer,Pisces,"Power transformer repairer",B-
female,Thelma,M,Hinds,Cancer,"Assistant cook",O-
male,Chris,J,Jarvis,Taurus,"Group exercise instructor",A+
male,Paul,K,Drake,Taurus,"Product development manager",B+
male,Richard,D,Dosch,Aries,"Purchasing technician",B-
female,Danielle,G,Elliott,Virgo,"Oral and maxillofacial radiologist",AB+
female,Anna,D,Nixon,Sagittarius,"Music arranger",B+
male,Joshua,M,Small,Sagittarius,"Human resources assistant",O+
male,James,M,Ayala,Gemini,"Mail processing machine operator",A+
female,Pinkie,B,Suttle,Gemini,"News analyst",B+
male,Stephen,J,Porter,Taurus,Stenocaptioner,A-
male,James,A,Fritz,Virgo,"Parts salesperson",B+
male,Ryan,K,Amburgey,Libra,"Aircraft rigging assembler",O+
female,Peggy,R,Garrett,Cancer,"News writer",O-
female,Shanika,J,Sanchez,Pisces,"Violin repairer",A-
female,Joyce,D,Frost,Leo,Poet,O+
male,Larry,L,Beaudry,Libra,Dressmaker,A+
female,Melinda,J,Venegas,Pisces,"Keying machine operator",A-
male,Jesus,L,Moser,Taurus,"Employment consultant",B+
male,Stephen,G,Bergeron,Taurus,"Automotive painter",O+
female,Christal,G,Reilly,Sagittarius,"Accounting clerk",O+
male,James,E,Moorhouse,Aquarius,"Court reporter",A+
male,Kevin,C,Cowan,Scorpio,"Chemical equipment tender",O+
male,Fernando,J,Warren,Taurus,"Payroll assistant",A+
male,Jeff,S,Bohnert,Cancer,"Chief executive officer",B+
male,Craig,K,Willey,Sagittarius,"Court reporter",A+
male,Antonio,V,Bell,Capricorn,"HVACR technician",A+
female,Judith,D,Davis,Gemini,"Publicity agent",B+
female,Gladys,R,Allen,Sagittarius,"Personnel technician",AB+
male,Jon,E,Brandt,Cancer,"Conference planner",A+
female,Kellie,M,Gravely,Cancer,"Telephone line installer",AB+
male,William,H,Berardi,Cancer,"Biological-physical anthropologist",B+
female,Camille,T,Fox,Leo,"Materials engineer",A+
female,Jane,D,Jackson,Scorpio,"Passenger booking clerk",AB+
male,Michael,R,Mulder,Gemini,"Organizational economist",AB+
female,Nicole,M,Chambers,Cancer,"Desk clerk",A+
male,Steve,L,Hershey,Leo,Artist,O+
female,Brooke,S,West,Virgo,"Media outreach specialist",O+
male,Elmer,D,Pederson,Libra,"Software engineer",A+
female,Sandra,C,Griffin,Leo,"Job service consultant",O+
female,Eleanor,S,Anderson,Libra,"Nurse aide",A+
male,Matthew,V,Reynolds,Aries,"Cost estimator",B+
female,Leslie,W,Dunton,Gemini,"Aircraft surfaces assembler",AB+
male,Daniel,C,Jones,Sagittarius,"Payroll specialist",A+
male,Billy,L,Hall,Cancer,"Payroll coordinator",O+
female,Gloria,C,May,Sagittarius,"Applied mathematician",B+
male,Eugene,J,Lewis,Scorpio,"News photographer",O+
female,Joyce,M,Hunsaker,Virgo,"Compensation manager",A-
male,Richard,H,Luoma,Aries,"Leasing manager",O+
female,Michele,C,Neal,Taurus,"Health inspector",A+
male,John,C,Sims,Libra,"Costume attendant",O+
female,Lori,J,Corbin,Sagittarius,"Portrait photographer",B+
female,Sheila,J,Mitchell,Taurus,"Clerical assistant",A+
male,Alvin,P,Burgess,Sagittarius,"Aircraft systems assembler",A+
female,Mary,J,Johnston,Aquarius,"Personnel administrator",O+
male,Timothy,A,Miranda,Libra,"Educational counselor",A+
male,Sean,J,Akins,Aries,"Flight service specialist",O+
male,Craig,R,Thomas,Taurus,"Farm product inspector",B+
male,David,M,Hilton,Scorpio,Legislator,AB+
female,Eloise,H,McConnell,Aquarius,"Personal banker",O+
male,Darryl,J,McAllister,Libra,"Water transportation master",B+
male,Travis,C,Jemison,Cancer,"Process pipeline drafter",A+
female,Sadie,T,Jennings,Cancer,"Grinding and polishing worker",B+
female,Dixie,D,Tirado,Cancer,"Ambulance driver",O+
male,Andrew,A,Markham,Aquarius,"Molding, coremaking, and casting machine operator",O+
female,Natalie,E,Addison,Scorpio,"Geological engineer",B+
female,Elizabeth,M,Flinn,Sagittarius,"College counselor",B+
male,Richard,A,Randle,Aries,"Instructional aide",AB+
male,Rickey,A,Schmidt,Taurus,"Tile installer",O+
male,Steven,B,Gildersleeve,Aries,"Digital electronic prepress worker",B+
male,Barry,S,Wagner,Leo,"State police officer",O+
female,Lora,L,Scribner,Cancer,"Instructional coach",O+
female,Tanya,L,Brown,Sagittarius,"Labor economist",A+
female,Diann,R,Briggs,Gemini,Lyricist,A+
male,William,K,Brown,Scorpio,"Light truck driver",A+
male,Joseph,N,Emerson,Scorpio,"Cooking instructor",O+
female,Bertha,W,Wiley,Leo,"Glass repairer",B+
male,Ronald,S,Reese,Virgo,Trader,O+
female,Martha,T,Bing,Taurus,"Personal and home care aide",AB+
male,James,N,Brown,Cancer,"Real estate sales agent",O+
male,Rodney,L,Tanaka,Pisces,"Recruiting manager",B+
male,Raymond,J,Jeffries,Taurus,"Payroll and timekeeping clerk",O-
female,Melissa,A,Travis,Sagittarius,"Dot etcher",A+
male,Harold,C,Barnes,Libra,"Speech pathologist",A+
male,Dennis,K,Jones,Leo,"Agricultural worker",A-
female,Martha,F,Luther,Taurus,"Textile bleaching and dyeing machine operator",A+
female,Rosetta,R,Andrews,Cancer,"Fire prevention specialist",O+
male,Mathew,S,Edwards,Taurus,"Computer security specialist",O+
female,Mamie,S,Freeman,Libra,"Publicity expert",O+
female,Nancie,D,Chavez,Gemini,Astronomer,O+
female,Ida,M,Marston,Taurus,"Metalworking machine operator",AB+
male,Mario,M,Bortz,Aries,"Pumping station operator",A+
male,Harry,J,Kromer,Gemini,Administrator,B+
female,Robin,M,Schober,Gemini,"Show host",AB+
male,Keith,M,Harrelson,Aquarius,"Computer systems analyst",B-
male,Raymond,D,McLaurin,Gemini,"Architectural drafter",O+
male,Homer,K,Hickson,Pisces,"Adult secondary education teacher",A+
male,Robert,I,Hall,Leo,"Geotechnical engineer",A+
male,Thomas,A,Plumb,Libra,"Job analysis manager",B+
male,Dale,A,Vigil,Aries,"Recreation supervisor",B+
male,Justin,C,Bray,Capricorn,"News reporter",O+
female,Helen,R,Kinner,Taurus,"Design printing machine operator",O+
female,Cynthia,R,Gibson,Aquarius,Handymen,B+
male,Alejandro,E,Amidon,Virgo,"Computer database administrator",B+
male,Michael,E,Gough,Aquarius,"Catering manager",B+
male,David,R,Moran,Pisces,"Cutting, punching, and press machine operator",A+
female,Linda,B,Martin,Virgo,"Kennel attendant",B+
male,Cody,D,Hunter,Sagittarius,"Practical nurses",A+
male,Leland,J,Wampler,Leo,"Sports official",A+
male,Charles,L,Gober,Virgo,"Line erector",B+
female,Celia,L,Gregory,Cancer,Keeper,B+
male,Antonio,J,Durst,Capricorn,Sculptor,A+
female,Janis,J,Greene,Aries,"Maintenance electrician",A+
male,Michael,C,Rodriguez,Gemini,"Food service worker",B+
male,Barry,P,Cullen,Capricorn,"Labor training manager",B+
male,Timothy,E,Adams,Taurus,"En route controller",O+
female,Elise,S,Tobias,Taurus,"Systems administrator",B+
female,Barbara,D,Colon,Leo,"Ambulance attendant",AB-
male,Michael,J,Minton,Aries,"Aircraft electronic systems specialist",A+
female,Sharon,T,Omara,Capricorn,"Broadcast and sound engineering technician",B+
male,Francisco,S,Lugo,Pisces,Macroeconomist,A+
female,Audrey,M,Juarez,Pisces,"Bulldozer operator",A+
female,Katie,J,Sullivan,Scorpio,"Workforce development specialist",O+
female,Luella,M,Legros,Sagittarius,Teller,A+
male,Harry,D,King,Taurus,"Fast-food cook",O-
female,Louise,K,Barker,Cancer,Epidemiologist,O+
male,David,B,Odell,Pisces,"Assistant property manager",A+
female,Dorothy,R,La,Aquarius,"Environmental engineer",AB+
female,Sheryl,E,Brown,Taurus,"Switchboard operator",AB+
male,Nick,K,Coleman,Taurus,"Information clerk",B+
male,James,N,Koziol,Scorpio,"Audio control engineer",A+
female,Ethel,J,Collins,Pisces,"Government auditor",O-
male,Brandon,S,Robbins,Cancer,Actor,O+
male,Sammy,L,Fallon,Scorpio,"Operations director",A+
female,Luanne,E,Reynolds,Leo,"Admissions director",A+
female,Carmen,T,Austin,Scorpio,"Combined food preparation and serving worker",O+
female,Gail,F,Maeda,Cancer,"Rough carpenter",A+
male,Virgil,M,Verner,Scorpio,Animator,O+
female,Florence,J,Lovell,Sagittarius,Courier,O+
male,John,J,Ross,Pisces,"Golf course architect",AB+
male,Joshua,H,Banda,Leo,"U.S. deputy marshal",B+
male,Thomas,D,Lynch,Libra,"Liquid waste treatment plant and system operator",O+
female,Laura,T,Schutte,Scorpio,Anesthesiologist,A+
male,Jeffrey,J,Wise,Cancer,"Loan closer",A+
female,Jeanne,J,Lander,Cancer,"Health inspector",A+
male,David,J,Charette,Scorpio,"Model maker",O+
female,Joanne,G,Brunson,Leo,"Human resources recruiter",O+
male,Justin,C,Gaulke,Capricorn,"X-ray technician",B+
male,Gregory,Z,Triplett,Sagittarius,"High school counselor",O+
female,Dorothy,J,Byington,Libra,Abstractor,AB+
male,Kenneth,M,Gainer,Capricorn,"Apartment house manager",B+
female,Alice,J,Westberg,Leo,"Garbage collector",O+
male,Casey,M,Ingram,Pisces,"Silvering applicator",AB+
female,Helen,L,Vincent,Libra,"GED teacher",B+
female,Shelia,R,Ragsdale,Pisces,"Health educator",B+
male,Vicente,L,Behn,Cancer,"Enrollment specialist",A-
female,Daisy,A,Elwood,Libra,Sculptor,A+
female,Rose,D,Boone,Pisces,"Encoding clerk",O+
female,Linda,M,Colon,Pisces,"Computer systems administrator",O+
male,Ralph,M,Reyes,Cancer,"Geological engineer",O+
female,Michelle,C,Ruiz,Virgo,"Mental health aide",O+
male,Joshua,F,Caldwell,Scorpio,"Human resources representative",A-
female,Charmaine,C,Todd,Aries,"Preschool teacher",O+
male,Daniel,C,Shockey,Taurus,"Instrumentation technician",A+
female,Darlene,A,Vineyard,Scorpio,"Tire builder",O+
male,Frank,D,Brown,Sagittarius,"Surgical nurse",A+
male,Joseph,D,Johnson,Aquarius,"Convention services manager",A+
male,Jared,L,Clark,Taurus,"Registered dietitian",A+
female,Dorothy,B,Stevens,Pisces,"Transmission technician",O-
male,Dwayne,K,Hand,Libra,"Maintenance electrician",B+
male,Jeffrey,L,Fick,Aquarius,Secretary,AB+
male,Paul,A,Light,Aquarius,"Tour bus driver",AB-
male,Anthony,K,Cox,Aquarius,"Secondary school teacher",A-
female,Marilyn,K,Cole,Leo,"Medical coder",B+
female,Ruby,J,Crenshaw,Scorpio,"Operating engineer",O+
male,Francis,M,Stull,Scorpio,Handymen,A+
female,Mana,M,Leonard,Sagittarius,Singer,A+
female,Dorothy,C,Holmes,Pisces,"Career-technical teacher",B+
male,Johnny,M,Milton,Aries,"Television camera operator",A+
female,Colleen,D,Slaughter,Cancer,"Prepress technician",O+
male,Rich,P,Bly,Aries,"Elevator inspector",A-
female,Lauren,M,Morris,Virgo,"Landscape contractor",A+
female,Mae,C,Odell,Cancer,"Institution and cafeteria cook",B+
female,Judy,J,Cantu,Leo,"Crushing, grinding, and polishing machine setter",O+
female,Wendy,B,Aparicio,Capricorn,"Community planner",O+
male,Charles,A,Cunningham,Libra,"Taxicab dispatcher",O+
male,Willie,P,More,Leo,"Public relations consultant",B+
female,Henrietta,T,Massey,Sagittarius,"Career-technology teacher",A+
male,Dennis,M,Evans,Aries,"Corporate accountant",O+
male,Frank,J,Seals,Capricorn,"Lease buyer",O+
female,Kitty,S,Juneau,Aries,"Cardiology technologist",B+
male,Mark,A,Lane,Scorpio,"Air traffic controller",B+
male,Terry,A,Green,Scorpio,"Casino cage worker",O-
male,Clayton,A,Demott,Aquarius,"Food cooking machine tender",O+
female,Mildred,A,Moore,Leo,"Desk clerk",O+
female,Sara,R,Robertson,Capricorn,"Mold and model maker",A+
female,Donna,F,Thompson,Sagittarius,"Crushing, grinding, and polishing machine operator",A+
male,Larry,H,Sanborn,Virgo,"Rigging slinger",O+
female,Chris,T,Smith,Taurus,"Air Force",A+
female,Irene,H,Priolo,Aquarius,"Electric motor repairer",A+
female,Erlene,A,Duncan,Capricorn,"Personal appearance worker",B+
female,Janet,J,Herd,Gemini,"Lease operator",A-
male,Robert,P,Walker,Cancer,"Occupational health and safety specialist",B+
male,Joseph,E,Salazar,Sagittarius,"Dental technician",A+
female,Arlena,J,Scudder,Capricorn,"Log sorter",O+
male,Derrick,P,Huddleston,Leo,"Chemical equipment tender",O+
male,James,J,Lynch,Gemini,"Sociocultural anthropologist",O+
female,Victoria,R,Velez,Aries,"Civil service clerk",A+
female,Mary,A,Clark,Taurus,"Instructional coach",O+
male,William,M,Thomas,Pisces,"Community planner",AB+
female,Barbara,C,Polite,Aquarius,"Textile machine operator",AB+
female,Christene,T,West,Pisces,"Computer control operator",A+
female,Rachelle,D,Pierce,Virgo,"Sewage treatment plant operator",A+
female,Mary,R,Mazza,Libra,"Research dietitian",A-
male,Cary,A,Mass,Taurus,"Head hunter",B+
female,Sonja,D,Salinas,Sagittarius,"Administrative clerk",O+
female,Ana,T,Roberson,Aquarius,Lithographer,O+
female,Karen,S,Crandall,Libra,Linemen,A+
male,Ernest,J,Arthur,Aries,"State police officer",O+
male,John,M,Santiago,Leo,Bricklayer,B+
female,Gloria,G,Robinson,Leo,"Driver-sales worker",O+
male,Eric,E,Rollins,Libra,Forester,A-
male,William,S,Cantin,Taurus,"Electronic home entertainment equipment repairer",A+
female,Ashley,S,Debose,Gemini,"Stock clerk",B+
male,Alexander,M,Guerra,Taurus,"Pumping station operator",B+
female,Cynthia,J,Battle,Pisces,"Sports book writer",A+
female,Erin,T,Baird,Pisces,"Railroad conductor",B+
male,Steven,M,Cox,Leo,"Scientific photographer",A+
female,Alma,R,Fierro,Capricorn,"Television camera operator",O+
male,Steven,H,Robertson,Capricorn,"Payroll secretary",A+
male,Sean,L,Jones,Libra,"Recreation supervisor",O+
female,Marie,J,Resler,Libra,"Registered dietitian",O+
female,Denise,W,Morris,Scorpio,"Flight engineer",O+
male,Andres,L,Brantner,Aries,"Product promoter",A+
male,Jesus,M,Contreras,Leo,"Pediatric dentist",O+
female,Joanne,T,Mota,Libra,"Accounts payable clerk",O+
female,Ruth,W,Finlay,Pisces,Climatologist,O-
male,Duane,R,Moore,Cancer,Caregiver,B+
male,William,N,Spann,Pisces,"Casino cage worker",A+
female,Sharda,J,Sharp,Cancer,"Applications programmer",O+
female,Kristen,S,Balls,Aquarius,"Payroll analyst",A+
female,Bobbie,A,King,Aquarius,"Computer software engineer",A+
female,Suzanne,E,Fisher,Sagittarius,"Stock broker",A+
male,Cesar,V,Ortega,Libra,"Tax collector",A+
female,Joanna,E,Dominguez,Aquarius,"Reservation and transportation ticket agent",O+
male,Pablo,E,Carver,Scorpio,Forester,AB+
male,Craig,B,Harmon,Taurus,"Insurance claims and policy processing clerk",A-
female,Karen,R,Price,Taurus,"Furnace installer",O+
female,Kelli,P,Brown,Leo,"Screen printing machine operator",A+
female,Cynthia,S,Lopez,Pisces,"Environmental technician",O+
female,Jennifer,M,Rogers,Libra,"Technical support specialist",O+
male,Frank,C,Lander,Cancer,"Public safety dispatcher",B+
male,Darren,B,Middleton,Scorpio,"Floor sander",O+
male,William,F,Weatherby,Gemini,"Technical recruiter",A+
male,David,C,Davis,Gemini,"Dietetic technician",O+
female,Willa,P,Corpus,Taurus,"Trial lawyer",O+
male,Chris,L,Paschall,Pisces,"Real estate closer",B-
male,Jesse,V,Jones,Pisces,"Estimator project manager",B+
female,Wilma,D,Fields,Taurus,Lather,AB+
male,John,T,Hernandez,Gemini,"Social and human service assistant",B+
male,Charles,F,Robinette,Virgo,"Clinical nurse specialist",B+
female,Maria,D,Carter,Gemini,"Promotions specialist",A+
male,Richard,L,Swanson,Taurus,"Perioperative nurse",AB+
male,Richard,G,Winland,Pisces,"Order clerk",B+
male,Jerome,A,Donnelly,Scorpio,"HIV/AIDS nurse",B+
female,Kathleen,A,Keith,Scorpio,"Ophthalmic nurse",B+
male,Derek,L,Kratochvil,Capricorn,"Billing clerk",A+
female,Shirl,M,Sims,Virgo,"Information systems manager",O+
female,Erin,K,Coates,Aquarius,"Hoist and winch operator",O+
female,Norma,J,York,Capricorn,"Medical illustrator",A+
female,Martha,P,Valentine,Capricorn,Shampooer,O+
male,Harry,R,Santiago,Scorpio,"Job placement specialist",B+
female,Mandy,N,Schmit,Taurus,"Photographic process worker",O+
male,Ricardo,C,Perez,Scorpio,"Construction equipment technician",AB+
male,William,D,Degnan,Aquarius,"Bookkeeping clerk",B+
female,Lawana,M,Riddick,Cancer,"Mine safety engineer",O-
female,Laurine,T,Sullivan,Leo,"Garbage collector",AB+
female,Mary,B,Burr,Pisces,"Credentials specialist",A-
male,Hunter,L,Boulware,Gemini,"Store manager",O-
male,Robert,D,Kane,Scorpio,Handymen,A+
female,Shae,C,Henson,Leo,"Transmission rebuilder",B-
male,Jesse,K,Ritter,Capricorn,"Music director",O+
female,Ozell,P,Hensley,Taurus,"Mapping technician",O-
male,Earl,T,Atkins,Sagittarius,"Control and valve repairer",O+
female,Esther,B,Horton,Aries,"Legal assistant",O+
female,Deborah,S,Martin,Gemini,"Textile cutting machine operator",B+
female,Mildred,A,Stewart,Scorpio,"Wound, ostomy, and continence nurse",B+
female,Theresa,L,Marrufo,Aquarius,"Forest, conservation, and logging worker",A+
male,Jeremy,T,Esposito,Aries,Videographer,O+
male,Lewis,D,Lind,Sagittarius,"Occupational health and safety specialist",A+
female,Laura,R,Chen,Virgo,Dean,O+
male,David,M,Lopes,Scorpio,"Clinical manager",A-
female,Margaret,N,Harrison,Libra,"Speech pathologist",O+
male,John,H,Bowers,Virgo,"Commodities trader",O+
male,Douglas,L,Roque,Leo,Fumigator,O+
female,Margie,N,Penton,Leo,Locksmith,A+
female,Peggy,S,Weaver,Sagittarius,"Teacher aide",O+
female,Christie,M,Savage,Aries,"Extractive metallurgical engineer",B+
female,Lea,O,Small,Taurus,"Automotive service technician",B+
female,Debra,R,Finney,Gemini,"Corporate office services manager",B+
female,Bessie,L,Miller,Virgo,"Position classifier",A+
female,Ruth,M,Quincy,Cancer,Judge,B+
male,Leon,F,Smith,Gemini,"Real estate appraiser",A+
male,John,T,Horvath,Aquarius,"Job training specialist",B-
male,Jason,S,Weakley,Pisces,Molder,B+
male,Brandon,S,Baggett,Aries,Policeman,A-
male,Rolland,E,Smith,Virgo,"Private detective",A+
female,Carrie,J,Gallo,Pisces,"Chemical equipment operator",B+
female,Laura,J,Logan,Leo,"Staffing coordinator",B+
male,Mark,K,Babcock,Scorpio,"Staff assistant",B+
male,Casey,M,Bruner,Capricorn,"Desktop publisher",B-
female,Sara,G,Green,Capricorn,"Event planner",O+
male,Randy,E,Austin,Scorpio,Ergonomist,O-
male,Edward,M,Peters,Capricorn,"Production assistant",B+
female,Pamela,G,Herrington,Aries,"Cardiographic technician",O+
male,David,L,Richardson,Cancer,"Computer forensic investigator",A+
female,Carolyn,L,Breunig,Aquarius,"Systems programmer",O-
male,William,S,Nickerson,Libra,"Precision printing worker",O+
male,Theodore,S,Peres,Libra,Electrophysiologist,A+
female,Mary,E,Stokes,Libra,"Teletype operator",A+
female,Pamala,E,Williams,Leo,"Structural and reinforcing iron and metal worker",O+
male,Melvin,C,Stafford,Scorpio,"Political scientist",O+
female,Jennifer,B,Robinson,Cancer,"Collision repair and refinish technician",A+
male,Charles,B,Yarbrough,Pisces,"Public relations specialist",O+
